input 0, model gemma3:4b, multimodal True, temp 0, question_time 5.0179431438446045, answer /gpt-mission-planner/app/gpt_outputs/tmpqj3t0mk4, ret 5.364554405212402, answer /gpt-mission-planner/app/gpt_outputs/tmpsd_9yoga, ret 5.73991322517395, answer /gpt-mission-planner/app/gpt_outputs/tmp_08pj6tx, ret 5.761718034744263, answer /gpt-mission-planner/app/gpt_outputs/tmpsvlwd_0m, ret 1.2565727233886719, answer /gpt-mission-planner/app/gpt_outputs/tmphp2mr3f_, ret 1.0821406841278076, answer /gpt-mission-planner/app/gpt_outputs/tmprx3rfd2i, ret 0.9518718719482422, answer /gpt-mission-planner/app/gpt_outputs/tmpy6198nlf, ret 0.4638633728027344, answer /gpt-mission-planner/app/gpt_outputs/tmpctp9x8d8, ret 0.6822960376739502, answer /gpt-mission-planner/app/gpt_outputs/tmpdwb117l3, ret 0.6032845973968506, answer /gpt-mission-planner/app/gpt_outputs/tmpvgi08pp5, ret 0.8664243221282959, answer /gpt-mission-planner/app/gpt_outputs/tmpgrpwz_bk, succ False
input 10, model llava:7b, multimodal True, temp 0.25, question_time 4.392180681228638, answer /gpt-mission-planner/app/gpt_outputs/tmpbf_p2gl3, ret 6.048091411590576, answer /gpt-mission-planner/app/gpt_outputs/tmpxap9pue3, ret 6.270167827606201, answer /gpt-mission-planner/app/gpt_outputs/tmpzz3l96kw, ret 6.346171855926514, answer /gpt-mission-planner/app/gpt_outputs/tmp97icoy1k, ret 6.833819150924683, answer /gpt-mission-planner/app/gpt_outputs/tmprc19b659, ret 6.780907392501831, answer /gpt-mission-planner/app/gpt_outputs/tmptftzh752, ret 6.7813498973846436, answer /gpt-mission-planner/app/gpt_outputs/tmpg4p1iy6_, ret 6.770561218261719, answer /gpt-mission-planner/app/gpt_outputs/tmpf5c80hs6, ret 6.770020008087158, answer /gpt-mission-planner/app/gpt_outputs/tmp2qupodc3, ret 6.770724296569824, answer /gpt-mission-planner/app/gpt_outputs/tmp0pms27op, ret 6.773130178451538, answer /gpt-mission-planner/app/gpt_outputs/tmpgotnspn0, succ False
input 0, model llava:7b, multimodal True, temp 0.5, question_time 7.829658269882202, answer /gpt-mission-planner/app/gpt_outputs/tmpaf66rp3b, ret 0.8792195320129395, answer /gpt-mission-planner/app/gpt_outputs/tmpflra2min, ret 0.8854959011077881, answer /gpt-mission-planner/app/gpt_outputs/tmp9q25ci4g, ret 0.8915669918060303, answer /gpt-mission-planner/app/gpt_outputs/tmp1skq3tt8, ret 0.8891935348510742, answer /gpt-mission-planner/app/gpt_outputs/tmpoyb1lhgb, ret 0.8948848247528076, answer /gpt-mission-planner/app/gpt_outputs/tmp56b8ce7q, ret 0.9061830043792725, answer /gpt-mission-planner/app/gpt_outputs/tmpm1tnsnp3, ret 0.900141716003418, answer /gpt-mission-planner/app/gpt_outputs/tmp2uu52u60, ret 0.9090874195098877, answer /gpt-mission-planner/app/gpt_outputs/tmpvccc7i_d, ret 0.9197838306427002, answer /gpt-mission-planner/app/gpt_outputs/tmpngiv0bkj, ret 0.9177064895629883, answer /gpt-mission-planner/app/gpt_outputs/tmphi238hy_, succ False
input 1, model llava:7b, multimodal True, temp 0.5, question_time 6.266172409057617, answer /gpt-mission-planner/app/gpt_outputs/tmp8sfx1cc0, ret 4.782660245895386, answer /gpt-mission-planner/app/gpt_outputs/tmpassf6cwa, ret 4.818772077560425, answer /gpt-mission-planner/app/gpt_outputs/tmpcv2h5ya5, ret 4.835947275161743, answer /gpt-mission-planner/app/gpt_outputs/tmp30gytbwt, ret 5.186328172683716, answer /gpt-mission-planner/app/gpt_outputs/tmpixuabrpx, ret 5.144360780715942, answer /gpt-mission-planner/app/gpt_outputs/tmp3ob40cv6, ret 4.769756078720093, answer /gpt-mission-planner/app/gpt_outputs/tmp4cnhk45n, ret 4.7568676471710205, answer /gpt-mission-planner/app/gpt_outputs/tmpj4ryb6jm, ret 4.762780427932739, answer /gpt-mission-planner/app/gpt_outputs/tmpeodcegfd, ret 4.761725902557373, answer /gpt-mission-planner/app/gpt_outputs/tmp131yhifc, ret 4.766189813613892, answer /gpt-mission-planner/app/gpt_outputs/tmpz1sin_bv, succ False
input 2, model llava:7b, multimodal True, temp 0.5, question_time 5.011491060256958, answer /gpt-mission-planner/app/gpt_outputs/tmpqyddqpky, ret 2.144484043121338, answer /gpt-mission-planner/app/gpt_outputs/tmpkpha4na7, ret 2.1538069248199463, answer /gpt-mission-planner/app/gpt_outputs/tmpdgmqwzyv, ret 2.2302443981170654, answer /gpt-mission-planner/app/gpt_outputs/tmpmvnv9n8a, ret 2.5795440673828125, answer /gpt-mission-planner/app/gpt_outputs/tmpbasl9kj4, ret 2.6163864135742188, answer /gpt-mission-planner/app/gpt_outputs/tmprhlqamas, ret 2.6544768810272217, answer /gpt-mission-planner/app/gpt_outputs/tmp6l3n3a03, ret 3.1578431129455566, answer /gpt-mission-planner/app/gpt_outputs/tmp8ectrbol, ret 3.133134126663208, answer /gpt-mission-planner/app/gpt_outputs/tmp81tonrt4, ret 3.1356701850891113, answer /gpt-mission-planner/app/gpt_outputs/tmp0mvso4vi, ret 3.144801616668701, answer /gpt-mission-planner/app/gpt_outputs/tmpi0iu_6_k, succ False
input 3, model llava:7b, multimodal True, temp 0.5, question_time 4.818772077560425, answer /gpt-mission-planner/app/gpt_outputs/tmpkt8dilu7, ret 4.824934005737305, answer /gpt-mission-planner/app/gpt_outputs/tmp62r9u7gs, ret 0.5708842277526855, answer /gpt-mission-planner/app/gpt_outputs/tmpqzibt7hx, ret 0.47408103942871094, answer /gpt-mission-planner/app/gpt_outputs/tmp8lzshf9h, ret 0.48698878288269043, answer /gpt-mission-planner/app/gpt_outputs/tmp1d7f269l, ret 0.4918241500854492, answer /gpt-mission-planner/app/gpt_outputs/tmp0qtgcmbp, ret 0.49334073066711426, answer /gpt-mission-planner/app/gpt_outputs/tmp_c91rk5a, ret 0.4982178211212158, answer /gpt-mission-planner/app/gpt_outputs/tmpg1yqqfdt, ret 0.5008609294891357, answer /gpt-mission-planner/app/gpt_outputs/tmpoulqosji, ret 0.5118575096130371, answer /gpt-mission-planner/app/gpt_outputs/tmpol6xq_mr, ret 0.5038025379180908, answer /gpt-mission-planner/app/gpt_outputs/tmpbevn6ue4, succ False
input 4, model llava:7b, multimodal True, temp 0.5, question_time 5.962296485900879, answer /gpt-mission-planner/app/gpt_outputs/tmpbndayohg, ret 4.690113067626953, answer /gpt-mission-planner/app/gpt_outputs/tmpmzk5v2yf, ret 4.6131041049957275, answer /gpt-mission-planner/app/gpt_outputs/tmp96qxj7al, ret 4.707173824310303, answer /gpt-mission-planner/app/gpt_outputs/tmpdgi77g5z, ret 5.069426774978638, answer /gpt-mission-planner/app/gpt_outputs/tmp7rw8zjc4, ret 4.67946457862854, answer /gpt-mission-planner/app/gpt_outputs/tmpkysnj8id, ret 5.195337772369385, answer /gpt-mission-planner/app/gpt_outputs/tmpyt3xvcgj, ret 5.203716039657593, answer /gpt-mission-planner/app/gpt_outputs/tmpknllrtae, ret 5.201120615005493, answer /gpt-mission-planner/app/gpt_outputs/tmpzynmo017, ret 5.207901477813721, answer /gpt-mission-planner/app/gpt_outputs/tmp98kf2qwa, ret 5.2095770835876465, answer /gpt-mission-planner/app/gpt_outputs/tmpihj4zxus, succ False
input 5, model llava:7b, multimodal True, temp 0.5, question_time 4.4286110401153564, answer /gpt-mission-planner/app/gpt_outputs/tmpkb6nm4qg, ret 3.302057981491089, answer /gpt-mission-planner/app/gpt_outputs/tmp55orjaz5, ret 3.0031137466430664, answer /gpt-mission-planner/app/gpt_outputs/tmpeopvw7mk, ret 3.0596461296081543, answer /gpt-mission-planner/app/gpt_outputs/tmpf239b9pn, ret 3.0951099395751953, answer /gpt-mission-planner/app/gpt_outputs/tmp2mxc1_35, ret 3.1158196926116943, answer /gpt-mission-planner/app/gpt_outputs/tmpsq6eaczy, ret 3.5633950233459473, answer /gpt-mission-planner/app/gpt_outputs/tmpeck7_kwc, ret 3.5688138008117676, answer /gpt-mission-planner/app/gpt_outputs/tmpqrfxs8l0, ret 3.5748701095581055, answer /gpt-mission-planner/app/gpt_outputs/tmp1omc3fuh, ret 3.572777509689331, answer /gpt-mission-planner/app/gpt_outputs/tmpz54h8owj, ret 3.572875738143921, answer /gpt-mission-planner/app/gpt_outputs/tmpgj1bg9ii, succ False
input 6, model llava:7b, multimodal True, temp 0.5, question_time 6.526582956314087, answer /gpt-mission-planner/app/gpt_outputs/tmpbcj73ays, ret 5.451812267303467, answer /gpt-mission-planner/app/gpt_outputs/tmpw1sf_4bi, ret 5.39773416519165, answer /gpt-mission-planner/app/gpt_outputs/tmpx5ocxqpz, ret 5.46932053565979, answer /gpt-mission-planner/app/gpt_outputs/tmpyz5kbd5o, ret 5.900247812271118, answer /gpt-mission-planner/app/gpt_outputs/tmpukrhw1gr, ret 5.903975248336792, answer /gpt-mission-planner/app/gpt_outputs/tmpbnu0ptt9, ret 5.8996477127075195, answer /gpt-mission-planner/app/gpt_outputs/tmp9tws_xu5, ret 5.90918231010437, answer /gpt-mission-planner/app/gpt_outputs/tmpr2idyrck, ret 5.911575078964233, answer /gpt-mission-planner/app/gpt_outputs/tmp2jb9o79b, ret 5.9290807247161865, answer /gpt-mission-planner/app/gpt_outputs/tmpfolsk34r, ret 5.910141468048096, answer /gpt-mission-planner/app/gpt_outputs/tmpo12al5r0, succ False
input 7, model llava:7b, multimodal True, temp 0.5, question_time 4.478086233139038, answer /gpt-mission-planner/app/gpt_outputs/tmp144rysuc, ret 5.744081258773804, answer /gpt-mission-planner/app/gpt_outputs/tmpb2q9de93, ret 6.392187118530273, answer /gpt-mission-planner/app/gpt_outputs/tmpo2tzhff7, ret 6.490561246871948, answer /gpt-mission-planner/app/gpt_outputs/tmpdlyhu4zz, ret 6.9892778396606445, answer /gpt-mission-planner/app/gpt_outputs/tmp2xvx8nka, ret 6.9870076179504395, answer /gpt-mission-planner/app/gpt_outputs/tmps42c2qrw, ret 6.991938829421997, answer /gpt-mission-planner/app/gpt_outputs/tmp014xyfw8, ret 7.001057863235474, answer /gpt-mission-planner/app/gpt_outputs/tmpqwurhcz0, ret 7.024038553237915, answer /gpt-mission-planner/app/gpt_outputs/tmp5aa4r1oc, ret 7.022823333740234, answer /gpt-mission-planner/app/gpt_outputs/tmpyhyqvr9d, ret 7.018054962158203, answer /gpt-mission-planner/app/gpt_outputs/tmphehkui2t, succ False
input 8, model llava:7b, multimodal True, temp 0.5, question_time 12.487580299377441, answer /gpt-mission-planner/app/gpt_outputs/tmpad5k11uf, ret 9.436681509017944, answer /gpt-mission-planner/app/gpt_outputs/tmp3oomv0m4, ret 9.2414710521698, answer /gpt-mission-planner/app/gpt_outputs/tmpxu844kco, ret 9.127492189407349, answer /gpt-mission-planner/app/gpt_outputs/tmpi1u5rc5i, ret 9.606078386306763, answer /gpt-mission-planner/app/gpt_outputs/tmpmfyiw1r4, ret 9.608323335647583, answer /gpt-mission-planner/app/gpt_outputs/tmpx8fbrp34, ret 9.601907968521118, answer /gpt-mission-planner/app/gpt_outputs/tmpldx86457, ret 9.609617471694946, answer /gpt-mission-planner/app/gpt_outputs/tmpoeoe7kiq, ret 9.608850955963135, answer /gpt-mission-planner/app/gpt_outputs/tmpztl6kdg5, ret 9.60891079902649, answer /gpt-mission-planner/app/gpt_outputs/tmpdbtf744d, ret 9.610273838043213, answer /gpt-mission-planner/app/gpt_outputs/tmplabe6rhn, succ False
input 9, model llava:7b, multimodal True, temp 0.5, question_time 4.5474395751953125, answer /gpt-mission-planner/app/gpt_outputs/tmphxwa621j, ret 3.0292739868164062, answer /gpt-mission-planner/app/gpt_outputs/tmpa3xkb1q6, ret 2.971130609512329, answer /gpt-mission-planner/app/gpt_outputs/tmpcyww8tts, ret 3.0212202072143555, answer /gpt-mission-planner/app/gpt_outputs/tmpwbln56c6, ret 3.0549817085266113, answer /gpt-mission-planner/app/gpt_outputs/tmpcn58_u54, ret 3.0811569690704346, answer /gpt-mission-planner/app/gpt_outputs/tmpmr_jrjqk, ret 3.5115902423858643, answer /gpt-mission-planner/app/gpt_outputs/tmpxwawy_d0, ret 3.059576988220215, answer /gpt-mission-planner/app/gpt_outputs/tmpcoyrxund, ret 3.5829176902770996, answer /gpt-mission-planner/app/gpt_outputs/tmpsyrou3kg, ret 3.5840301513671875, answer /gpt-mission-planner/app/gpt_outputs/tmpxogde8ij, ret 3.579420804977417, answer /gpt-mission-planner/app/gpt_outputs/tmpc7wpx01m, succ False
input 10, model llava:7b, multimodal True, temp 0.5, question_time 3.9982826709747314, answer /gpt-mission-planner/app/gpt_outputs/tmp1w7rmtyu, ret 4.485627889633179, answer /gpt-mission-planner/app/gpt_outputs/tmpl9r2dmgc, ret 4.433248996734619, answer /gpt-mission-planner/app/gpt_outputs/tmpyv_9ichh, ret 4.5314531326293945, answer /gpt-mission-planner/app/gpt_outputs/tmp5956qm6l, ret 4.548848867416382, answer /gpt-mission-planner/app/gpt_outputs/tmpc6vnhkq4, ret 5.042869806289673, answer /gpt-mission-planner/app/gpt_outputs/tmpj0imkk9q, ret 5.060583114624023, answer /gpt-mission-planner/app/gpt_outputs/tmp_i9lwkhh, ret 5.051270961761475, answer /gpt-mission-planner/app/gpt_outputs/tmpof7nuvvq, ret 5.056705951690674, answer /gpt-mission-planner/app/gpt_outputs/tmpw5ysgwqm, ret 5.050250291824341, answer /gpt-mission-planner/app/gpt_outputs/tmpp6srqjz9, ret 5.0494544506073, answer /gpt-mission-planner/app/gpt_outputs/tmppbv2t9pj, succ False
input 0, model llava:7b, multimodal True, temp 0.75, question_time 7.005264520645142, answer /gpt-mission-planner/app/gpt_outputs/tmpca45fcrn, ret 17.175516843795776, answer /gpt-mission-planner/app/gpt_outputs/tmpa4w_b9zn, ret 2.9599084854125977, answer /gpt-mission-planner/app/gpt_outputs/tmpkmjrr_ph, ret 2.5495693683624268, answer /gpt-mission-planner/app/gpt_outputs/tmp3p_zzh0p, ret 2.525282621383667, answer /gpt-mission-planner/app/gpt_outputs/tmpm7cpuamo, ret 2.5547080039978027, answer /gpt-mission-planner/app/gpt_outputs/tmpiihesqz3, ret 2.94647479057312, answer /gpt-mission-planner/app/gpt_outputs/tmpd9tesk5_, ret 3.1507608890533447, answer /gpt-mission-planner/app/gpt_outputs/tmpz17xeh30, ret 3.1802847385406494, answer /gpt-mission-planner/app/gpt_outputs/tmp4ugjghd2, ret 3.6549501419067383, answer /gpt-mission-planner/app/gpt_outputs/tmp68wap36e, ret 3.651984453201294, answer /gpt-mission-planner/app/gpt_outputs/tmpltduiqwp, succ False
input 1, model llava:7b, multimodal True, temp 0.75, question_time 12.728792667388916, answer /gpt-mission-planner/app/gpt_outputs/tmpt1uc3140, ret 1.4688079357147217, answer /gpt-mission-planner/app/gpt_outputs/tmpvyi07h_5, ret 13.900577068328857, answer /gpt-mission-planner/app/gpt_outputs/tmpuenig464, ret 11.99673342704773, answer /gpt-mission-planner/app/gpt_outputs/tmpr2elb8oe, ret 6.528444528579712, answer /gpt-mission-planner/app/gpt_outputs/tmpcxtv1xy3, ret 5.287390947341919, answer /gpt-mission-planner/app/gpt_outputs/tmpvrc55fpl, ret 5.5745298862457275, answer /gpt-mission-planner/app/gpt_outputs/tmpo148es3j, ret 5.395532131195068, answer /gpt-mission-planner/app/gpt_outputs/tmp5j12wy4k, ret 5.648333311080933, answer /gpt-mission-planner/app/gpt_outputs/tmpn5xrgddg, ret 5.5588459968566895, answer /gpt-mission-planner/app/gpt_outputs/tmpb0pshoce, ret 5.3826704025268555, answer /gpt-mission-planner/app/gpt_outputs/tmp5zflku6a, succ False
input 2, model llava:7b, multimodal True, temp 0.75, question_time 6.54157567024231, answer /gpt-mission-planner/app/gpt_outputs/tmpa2_65_5n, ret 5.735727071762085, answer /gpt-mission-planner/app/gpt_outputs/tmp9ctn2wj9, ret 5.982988119125366, answer /gpt-mission-planner/app/gpt_outputs/tmpuuc5qqzj, ret 6.12541127204895, answer /gpt-mission-planner/app/gpt_outputs/tmplbq915rp, ret 6.617382764816284, answer /gpt-mission-planner/app/gpt_outputs/tmpkx0fzjus, ret 6.632578611373901, answer /gpt-mission-planner/app/gpt_outputs/tmpoecpt_jo, ret 6.628655195236206, answer /gpt-mission-planner/app/gpt_outputs/tmpk42isil0, ret 6.632354259490967, answer /gpt-mission-planner/app/gpt_outputs/tmpxx1u_32k, ret 6.625353813171387, answer /gpt-mission-planner/app/gpt_outputs/tmp20343fnn, ret 6.631100416183472, answer /gpt-mission-planner/app/gpt_outputs/tmp_wylgbhl, ret 6.624871253967285, answer /gpt-mission-planner/app/gpt_outputs/tmp3ik3mxmu, succ False
input 3, model llava:7b, multimodal True, temp 0.75, question_time 2.8191311359405518, answer /gpt-mission-planner/app/gpt_outputs/tmp0r81em_g, ret 2.345741033554077, answer /gpt-mission-planner/app/gpt_outputs/tmptgg3xeng, ret 2.48361873626709, answer /gpt-mission-planner/app/gpt_outputs/tmput437lk9, ret 2.472744941711426, answer /gpt-mission-planner/app/gpt_outputs/tmp0yuzxyb9, ret 2.9764184951782227, answer /gpt-mission-planner/app/gpt_outputs/tmpti20i1fg, ret 2.8131747245788574, answer /gpt-mission-planner/app/gpt_outputs/tmpvxlv5mvf, ret 2.8488495349884033, answer /gpt-mission-planner/app/gpt_outputs/tmp9850t4gv, ret 3.317383289337158, answer /gpt-mission-planner/app/gpt_outputs/tmpfc40nkzi, ret 3.3261868953704834, answer /gpt-mission-planner/app/gpt_outputs/tmprq43r4v8, ret 3.32438588142395, answer /gpt-mission-planner/app/gpt_outputs/tmp3ui95_5v, ret 3.3381388187408447, answer /gpt-mission-planner/app/gpt_outputs/tmp72rry881, succ False
input 4, model llava:7b, multimodal True, temp 0.75, question_time 4.628727912902832, answer /gpt-mission-planner/app/gpt_outputs/tmpmgxpc5fl, ret 3.4785943031311035, answer /gpt-mission-planner/app/gpt_outputs/tmpkzaqeub6, ret 3.5212512016296387, answer /gpt-mission-planner/app/gpt_outputs/tmp6xtm5_1d, ret 3.5912957191467285, answer /gpt-mission-planner/app/gpt_outputs/tmpxodts2uv, ret 3.6569972038269043, answer /gpt-mission-planner/app/gpt_outputs/tmpz9cv4pa7, ret 4.126070261001587, answer /gpt-mission-planner/app/gpt_outputs/tmpa4y2m3zk, ret 4.149936676025391, answer /gpt-mission-planner/app/gpt_outputs/tmp0bq06352, ret 4.149122953414917, answer /gpt-mission-planner/app/gpt_outputs/tmptuho9m92, ret 4.159508943557739, answer /gpt-mission-planner/app/gpt_outputs/tmpqpizrpzv, ret 4.1570727825164795, answer /gpt-mission-planner/app/gpt_outputs/tmp8worwlop, ret 4.15087890625, answer /gpt-mission-planner/app/gpt_outputs/tmp973lsjg7, succ False
input 5, model llava:7b, multimodal True, temp 0.75, question_time 12.281843900680542, answer /gpt-mission-planner/app/gpt_outputs/tmp_wbc65px, ret 12.025471687316895, answer /gpt-mission-planner/app/gpt_outputs/tmpu305_xqr, ret 11.31794285774231, answer /gpt-mission-planner/app/gpt_outputs/tmpbqd63rdc, ret 10.976553440093994, answer /gpt-mission-planner/app/gpt_outputs/tmpsobj_wm8, ret 10.9858558177948, answer /gpt-mission-planner/app/gpt_outputs/tmpm6mlijp8, ret 10.601484775543213, answer /gpt-mission-planner/app/gpt_outputs/tmpm7j_z1_k, ret 10.595333814620972, answer /gpt-mission-planner/app/gpt_outputs/tmpqc5bsj_6, ret 10.488586187362671, answer /gpt-mission-planner/app/gpt_outputs/tmp50t5ba2l, ret 10.452539682388306, answer /gpt-mission-planner/app/gpt_outputs/tmp41j34gga, ret 10.517224788665771, answer /gpt-mission-planner/app/gpt_outputs/tmp4erc4yup, ret 10.527406692504883, answer /gpt-mission-planner/app/gpt_outputs/tmpzhffa6k9, succ False
input 6, model llava:7b, multimodal True, temp 0.75, question_time 6.554458856582642, answer /gpt-mission-planner/app/gpt_outputs/tmp2xesfv7k, ret 5.9753577709198, answer /gpt-mission-planner/app/gpt_outputs/tmphms6jsli, ret 6.4066548347473145, answer /gpt-mission-planner/app/gpt_outputs/tmp05hasg8p, ret 7.090626955032349, answer /gpt-mission-planner/app/gpt_outputs/tmp44u_h4qc, ret 7.231792449951172, answer /gpt-mission-planner/app/gpt_outputs/tmpypsj1eoe, ret 7.157212495803833, answer /gpt-mission-planner/app/gpt_outputs/tmpj95xsndr, ret 7.1779680252075195, answer /gpt-mission-planner/app/gpt_outputs/tmp4d1k8hw9, ret 7.182790994644165, answer /gpt-mission-planner/app/gpt_outputs/tmpxh7t4xub, ret 7.175121545791626, answer /gpt-mission-planner/app/gpt_outputs/tmpjh9rrp3t, ret 7.1859118938446045, answer /gpt-mission-planner/app/gpt_outputs/tmpnj52ozn6, ret 7.18372368812561, answer /gpt-mission-planner/app/gpt_outputs/tmp3u88k4dp, succ False
input 7, model llava:7b, multimodal True, temp 0.75, question_time 4.104328632354736, answer /gpt-mission-planner/app/gpt_outputs/tmpa2izrpv4, ret 3.00570011138916, answer /gpt-mission-planner/app/gpt_outputs/tmpc9y2tb5y, ret 2.9239306449890137, answer /gpt-mission-planner/app/gpt_outputs/tmpwrug6x7h, ret 2.9929466247558594, answer /gpt-mission-planner/app/gpt_outputs/tmp7994m8rs, ret 3.0407207012176514, answer /gpt-mission-planner/app/gpt_outputs/tmpeqdpzvtb, ret 3.069906234741211, answer /gpt-mission-planner/app/gpt_outputs/tmpj7b1zoa2, ret 3.484144926071167, answer /gpt-mission-planner/app/gpt_outputs/tmp1nswdx49, ret 3.0447022914886475, answer /gpt-mission-planner/app/gpt_outputs/tmpwbdjnozu, ret 3.564268112182617, answer /gpt-mission-planner/app/gpt_outputs/tmpmiji0ibv, ret 3.561659812927246, answer /gpt-mission-planner/app/gpt_outputs/tmpd3i_ivey, ret 3.564358949661255, answer /gpt-mission-planner/app/gpt_outputs/tmpiy8sueq5, succ False
input 8, model llava:7b, multimodal True, temp 0.75, question_time 10.718906164169312, answer /gpt-mission-planner/app/gpt_outputs/tmp2k1gaelg, ret 9.672204494476318, answer /gpt-mission-planner/app/gpt_outputs/tmpybwuyerb, ret 9.914500713348389, answer /gpt-mission-planner/app/gpt_outputs/tmpvnfach8e, ret 9.926429271697998, answer /gpt-mission-planner/app/gpt_outputs/tmp4erkuw8m, ret 9.923332214355469, answer /gpt-mission-planner/app/gpt_outputs/tmpc941cw7u, ret 9.929688453674316, answer /gpt-mission-planner/app/gpt_outputs/tmp016ak8xe, ret 9.921189308166504, answer /gpt-mission-planner/app/gpt_outputs/tmp0z_8_sdn, ret 9.927588939666748, answer /gpt-mission-planner/app/gpt_outputs/tmp9m4gij6x, ret 9.920392274856567, answer /gpt-mission-planner/app/gpt_outputs/tmpvelc55ke, ret 9.926745414733887, answer /gpt-mission-planner/app/gpt_outputs/tmpua6qi47e, ret 9.926635980606079, answer /gpt-mission-planner/app/gpt_outputs/tmpplr882u_, succ False
input 9, model llava:7b, multimodal True, temp 0.75, question_time 6.0318217277526855, answer /gpt-mission-planner/app/gpt_outputs/tmpkw4upirw, ret 6.417742967605591, answer /gpt-mission-planner/app/gpt_outputs/tmptnjve6tw, ret 6.586713552474976, answer /gpt-mission-planner/app/gpt_outputs/tmpfd0gwy4b, ret 7.07123064994812, answer /gpt-mission-planner/app/gpt_outputs/tmp73nkrhlp, ret 6.957835912704468, answer /gpt-mission-planner/app/gpt_outputs/tmpmo06howo, ret 6.958503007888794, answer /gpt-mission-planner/app/gpt_outputs/tmpy291o80t, ret 6.96399450302124, answer /gpt-mission-planner/app/gpt_outputs/tmpc3ezxhvl, ret 6.96201229095459, answer /gpt-mission-planner/app/gpt_outputs/tmpkw_ir80l, ret 6.960769176483154, answer /gpt-mission-planner/app/gpt_outputs/tmp3cx1orw8, ret 6.956593036651611, answer /gpt-mission-planner/app/gpt_outputs/tmp6r4yiml_, ret 6.95672607421875, answer /gpt-mission-planner/app/gpt_outputs/tmp78n7mrmd, succ False
input 10, model llava:7b, multimodal True, temp 0.75, question_time 6.86089563369751, answer /gpt-mission-planner/app/gpt_outputs/tmpnfo3b4zy, ret 4.752291917800903, answer /gpt-mission-planner/app/gpt_outputs/tmp0ilsl800, ret 4.7254743576049805, answer /gpt-mission-planner/app/gpt_outputs/tmpl1xwoehz, ret 4.792567253112793, answer /gpt-mission-planner/app/gpt_outputs/tmphibadfyb, ret 5.160482883453369, answer /gpt-mission-planner/app/gpt_outputs/tmp9f477ih6, ret 4.764688730239868, answer /gpt-mission-planner/app/gpt_outputs/tmp4wke4sva, ret 5.294501066207886, answer /gpt-mission-planner/app/gpt_outputs/tmpdaypxzgu, ret 5.351711750030518, answer /gpt-mission-planner/app/gpt_outputs/tmp14us5imt, ret 5.308091402053833, answer /gpt-mission-planner/app/gpt_outputs/tmpoe50czyw, ret 5.2969887256622314, answer /gpt-mission-planner/app/gpt_outputs/tmplflsfv1y, ret 5.296822547912598, answer /gpt-mission-planner/app/gpt_outputs/tmpw63g6669, succ False
